Dst-Nr.;KZ;Dst-Bezeichnung-offiziell;Dst-Bezeichnung lang;Dst-Abk;GO-Nr;GO-Abk;Ort;Gde-Nr;Gde-Name;Kanton;Betriebspunkt;Haltestelle;Bedienpunkt;Reiner Betriebspunkt;Tarifhaltestelle;KOORDE;KOORDN;KOORDZ;BPUIC
94939;6;Prévessin-Moëns, mairie;;;881;TPG;;;;;*;*;;;;495316.7;123470.78;457;8594939
94961;0;Meyrin, Gravière;;;881;TPG;Meyrin;6630;Meyrin;GE;*;*;;;;495333.71;121461.84;433;8594961
93044;6;Certoux, Foulon;;;881;TPG;Perly;6632;Perly-Certoux;GE;*;*;;;;495371.69;112465.86;434;8593044
93179;0;Vernier, Via Monnet;;;881;TPG;Vernier;6643;Vernier;GE;*;*;;;;495371.69;119302.86;439;8593179
92655;0;Bernex, Loëx-Lanance;;;881;TPG;Bernex;6607;Bernex;GE;*;*;;;;495383.67;117293.82;405;8592655
93015;6;Meyrin, Jardin-Alpin-Vivarium;;;881;TPG;Meyrin;6630;Meyrin;GE;*;*;;;;495405.72;120347.85;435;8593015
94956;0;St-Julien-en-Genevois, gare;;;881;TPG;;;;;*;*;;;;495415.69;111085.88;462;8594956
87051;9;Confignon, mairie;;;881;TPG;Confignon;6618;Confignon;GE;*;*;;;;495434.7;114455.84;435;8587051
19476;1;Meyrin, Gravière fin de voie;;;881;TPG;Meyrin;6630;Meyrin;GE;*;;;*;;495445.71;121574.84;433;8519476
93019;8;Meyrin, Sainte-Cécile;;;881;TPG;Meyrin;6630;Meyrin;GE;*;*;;;;495452.72;121347.84;435;8593019
94958;6;St-Julien-en-Genevois,Cervonne;;;881;TPG;;;;;*;*;;;;495501.68;109935.88;505;8594958
95551;8;St-Julien-en-G., SNCF;;;881;TPG;;;;;*;*;;;;495507.69;110989.88;461;8595551
93235;0;St-Julien-en-Genevois, Hutins;;;881;TPG;;;;;*;*;;;;495515.69;111672.87;455;8593235
92660;0;Bernex, P+R Bernex;;;881;TPG;Bernex;6607;Bernex;GE;*;*;;;;495557.7;115024.82;432;8592660
95052;7;Vernier, Signal;;;881;TPG;Vernier;6643;Vernier;GE;*;*;;;;495560.71;119633.84;440;8595052
87903;1;Bernex, Loëx-Hôpital;;;881;TPG;Bernex;6607;Bernex;GE;*;*;;;;495576.66;117273.82;408;8587903
93175;8;Vernier, école;;;881;TPG;Vernier;6643;Vernier;GE;*;*;;;;495600.7;119249.84;438;8593175
15778;4;Vernier-Meyrin Cargo;;VMC;11;SBB CFF FFS;Meyrin;6630;Meyrin;GE;*;;*;;;495614.6;119897.7;434.1000000000058;8515778
92754;1;Confignon, Bains de Cressy;;;881;TPG;Confignon;6618;Confignon;GE;*;*;;;;495702.68;115794.8;420;8592754
87386;9;Confignon, croisée;;;881;TPG;Confignon;6618;Confignon;GE;*;*;;;;495725.7;114991.82;432;8587386
94943;8;Prévessin, Parc des Anneaux;;;881;TPG;;;;;*;*;;;;495735.7;122800.82;425;8594943
92755;8;Confignon, Cressy;;;881;TPG;Bernex;6607;Bernex;GE;*;*;;;;495735.69;115434.81;431;8592755
93049;5;Saint-Julien, douane;;;881;TPG;;;;;*;*;;;;495737.69;111932.87;455;8593049
93226;9;Maconnex, Arcades;;;881;TPG;;;;;*;*;;;;495744.69;126798.76;475;8593226
94959;4;Neydens, Casino;;;881;TPG;;;;;*;*;;;;495781.68;109483.88;535;8594959
94938;8;Prévessin, Hauts-de-Magny;;;881;TPG;;;;;*;*;;;;495787.69;123495.77;441;8594938
93150;1;Vernier, Champ-Claude;;;881;TPG;Vernier;6643;Vernier;GE;*;*;;;;495806.71;119368.83;437;8593150
93048;7;Perly, mairie;;;881;TPG;Perly;6632;Perly-Certoux;GE;*;*;;;;495810.68;112436.86;438;8593048
31456;7;Les Dappes;;;3065;TSDA;Gingins;5719;Gingins;VD;*;*;;;;495817.64;143910.32;1233;8531456
94946;1;Meyrin, Mategnin;;;881;TPG;Meyrin;6630;Meyrin;GE;*;*;;;;495835.72;121951.84;437;8594946
93046;1;Perly, douane;;;881;TPG;Perly;6632;Perly-Certoux;GE;*;*;;;;495888.68;112103.86;445;8593046
92757;4;Confignon, Berthet;;;881;TPG;Confignon;6618;Confignon;GE;*;*;;;;495940.68;115535.81;431;8592757
93031;3;Onex, Vallet;;;881;TPG;Onex;6631;Onex;GE;*;*;;;;495947.68;115728.8;423;8593031
87081;6;Perly, village;;;881;TPG;Perly;6632;Perly-Certoux;GE;*;*;;;;496027.68;112552.86;439;8587081
94960;2;Neydens, Centre de Loisirs;;;881;TPG;;;;;*;*;;;;496125.69;108548.89;546;8594960
95034;5;Perly, Ravières;;;881;TPG;Perly;6632;Perly-Certoux;GE;*;*;;;;496145.68;112397.86;435;8595034
93155;0;Vernier, Croisette;;;881;TPG;Vernier;6643;Vernier;GE;*;*;;;;496147.73;119515.82;428;8593155
93173;3;Vernier, Lignon-Tours;;;881;TPG;Le Lignon;6643;Vernier;GE;*;*;;;;496161.67;117481.8;393;8593173
93147;7;Vernier, CO Renard;;;881;TPG;Aïre;6643;Vernier;GE;*;*;;;;496170.65;117041.8;385;8593147
95328;1;St-Julien-en-G., Route Lathoy;;;881;TPG;;;;;*;*;;;;496200.68;111091.87;462;8595328
93029;7;Onex, La Traille;;;881;TPG;Onex;6631;Onex;GE;*;*;;;;496207.67;115658.81;424;8593029
92758;2;Confignon, La Dode;;;881;TPG;Confignon;6618;Confignon;GE;*;*;;;;496227.68;115258.82;430;8592758
1007;4;Vernier;;COI;11;SBB CFF FFS;Vernier;6643;Vernier;GE;*;*;;;;496241.7;119700.09;428.8000000000029;8501007
95554;2;Neydens-Les Mouilles;;;881;TPG;;;;;*;*;;;;496253.69;108155.9;553;8595554
94945;3;Ferney, Bois Candide;;;881;TPG;;;;;*;*;;;;496300.71;122391.82;428;8594945
94937;0;Prévessin, Terraillet;;;881;TPG;;;;;*;*;;;;496324.68;123573.76;442;8594937
93169;1;Vernier, Renfile;;;881;TPG;Vernier;6643;Vernier;GE;*;*;;;;496378.74;119514.81;419;8593169
93047;9;Perly, En Louche;;;881;TPG;Perly;6632;Perly-Certoux;GE;*;*;;;;496400.68;112683.86;429;8593047
93178;2;Vernier, Verseuse;;;881;TPG;Aïre;6643;Vernier;GE;*;*;;;;496409.64;116897.8;389;8593178
87924;7;Vernier, Blandonnet;;;881;TPG;Cointrin;6630;Meyrin;GE;*;*;;;;496505.74;119836.82;419;8587924
95886;8;Versonnex-Village;;;881;TPG;;;;;*;*;;;;496506.71;128631.68;477;8595886
93222;8;Ornex, Fruitière;;;881;TPG;;;;;*;*;;;;496520.66;125444.76;476;8593222
93154;3;Vernier, Lignon-Cité;;;881;TPG;Le Lignon;6643;Vernier;GE;*;*;;;;496576.7;117810.79;414;8593154
93142;8;Vernier, Barde;;;881;TPG;Le Lignon;6643;Vernier;GE;*;*;;;;496598.73;118137.79;413;8593142
93148;5;Vernier, Campanules;;;881;TPG;Aïre;6643;Vernier;GE;*;*;;;;496603.63;117000.8;390;8593148
93030;5;Onex, cité;;;881;TPG;Onex;6631;Onex;GE;*;*;;;;496631.64;116129.79;418;8593030
93151;9;Vernier, Château-Bloch;;;881;TPG;Le Lignon;6643;Vernier;GE;*;*;;;;496652.74;118376.79;412;8593151
87080;8;Onex, Salle communale;;;881;TPG;Onex;6631;Onex;GE;*;*;;;;496652.66;115538.82;431;8587080
93041;2;Ornex, Prénépla;;;881;TPG;;;;;*;*;;;;496693.66;125125.72;475;8593041
93032;1;Onex, Evaux;;;881;TPG;Onex;6631;Onex;GE;*;*;;;;496696.64;116409.79;405;8593032
93012;3;Genève-Aéroport, Grand-Hangar;;;881;TPG;Genève;6630;Meyrin;GE;*;*;;;;496700.74;120101.82;418;8593012
95996;5;Beaumont, Route de Viry;;;881;TPG;;;;;*;*;;;;496704.74;105593.73;666;8595996
95555;9;Beaumont le Châble;;;881;TPG;;;;;*;*;;;;496753.69;106105.82;652;8595555
93033;9;Onex, Galeries du Loup;;;881;TPG;Onex;6631;Onex;GE;*;*;;;;496754.65;115731.81;424;8593033
93170;9;Vernier, Sellieres;;;881;TPG;Aïre;6643;Vernier;GE;*;*;;;;496760.63;117160.8;398;8593170
93051;1;Plan-les-Ouates, Au Contour;;;881;TPG;Plan-les-Ouates;6633;Plan-les-Ouates;GE;*;*;;;;496775.68;113200.85;421;8593051
93037;0;Onex, Maison Onésienne;;;881;TPG;Onex;6631;Onex;GE;*;*;;;;496778.64;116189.79;415;8593037
93159;2;Vernier, Grand-Champ;;;881;TPG;Aïre;6643;Vernier;GE;*;*;;;;496784.67;117688.8;414;8593159
93042;0;Onex, Rochette;;;881;TPG;Onex;6631;Onex;GE;*;*;;;;496805.66;115466.82;426;8593042
94936;2;Ferney, Planche-Brulée;;;881;TPG;;;;;*;*;;;;496820.69;123505.76;435;8594936
93014;9;Genève-Aéroport, ICC;;;881;TPG;Genève;6630;Meyrin;GE;*;*;;;;496829.72;120304.83;419;8593014
93073;5;Plan-les-Ouates, ZIPLO;;;881;TPG;Plan-les-Ouates;6633;Plan-les-Ouates;GE;*;*;;;;496838.68;113671.84;404;8593073
93028;9;Onex, Belle-Cour;;;881;TPG;Onex;6631;Onex;GE;*;*;;;;496885.66;115115.82;407;8593028
93069;3;Plan-les-Ouates, Tourbillon;;;881;TPG;Plan-les-Ouates;6633;Plan-les-Ouates;GE;*;*;;;;496896.68;113435.85;407;8593069
95327;3;St-Julien-en-G., Lathoy hameau;;;881;TPG;;;;;*;*;;;;496898.67;110855.86;490;8595327
1027;2;Châtelaine (bif);;CHNE;11;SBB CFF FFS;Châtelaine;6643;Vernier;GE;*;;;*;;496906.09;119289.57;419.6999999999971;8501027
19031;4;Meyrin (encl.);;MEYR;11;SBB CFF FFS;Châtelaine;6643;Vernier;GE;*;;;*;;496907.72;119287.81;419;8519031
87033;7;Bardonnex, village;;;881;TPG;La Croix-de-Rozon;6605;Bardonnex;GE;*;*;;;;496908.66;111713.84;476;8587033
93225;1;Versonnex, Bois-Chatton;;;881;TPG;;;;;*;*;;;;496908.68;128023.72;475;8593225
93035;4;Onex, Gros-Chêne;;;881;TPG;Onex;6631;Onex;GE;*;*;;;;496912.63;116286.8;419;8593035
93038;8;Onex, marché;;;881;TPG;Onex;6631;Onex;GE;*;*;;;;496914.63;116505.8;412;8593038
93137;8;Vernier, Aïre;;;881;TPG;Le Lignon;6643;Vernier;GE;*;*;;;;496920.65;117505.8;417;8593137
93161;8;Vernier, De-Sauvage;;;881;TPG;Châtelaine;6643;Vernier;GE;*;*;;;;496942.72;118900.8;413;8593161
93171;7;Vernier, SIG Lignon;;;881;TPG;Le Lignon;6643;Vernier;GE;*;*;;;;496961.71;118067.79;415;8593171
93043;8;Onex, Duret;;;881;TPG;Onex;6631;Onex;GE;*;*;;;;496997.64;115959.81;421;8593043
95885;0;Ornex, Les Roussets;;;881;TPG;;;;;*;*;;;;497006.67;124454.69;440;8595885
93021;4;Genève-Aéroport, Tour-Contrôle;Genève-Aéroport, Tour-de-Contrôle;;881;TPG;Genève;6630;Meyrin;GE;*;*;;;;497035.69;120555.83;420;8593021
31457;5;La Dôle;;;3065;TSDA;Gingins;5719;Gingins;VD;*;*;;;;497041.63;142497.34;1660;8531457
95036;0;Plan-les-Ouates, Manufactures;;;881;TPG;Plan-les-Ouates;6633;Plan-les-Ouates;GE;*;*;;;;497044.68;113472.84;402;8595036
93059;4;Plan-les-Ouates, Galaise;;;881;TPG;Plan-les-Ouates;6633;Plan-les-Ouates;GE;*;*;;;;497092.67;113333.84;416;8593059
93144;4;Vernier, Bois-des-Frères;;;881;TPG;Châtelaine;6643;Vernier;GE;*;*;;;;497093.71;118739.81;417;8593144
93157;6;Vernier, Ecu;;;881;TPG;Châtelaine;6643;Vernier;GE;*;*;;;;497101.71;118477.8;421;8593157
93039;6;Onex, Montesquiou;;;881;TPG;Onex;6631;Onex;GE;*;*;;;;497106.65;115256.82;419;8593039
93027;1;Onex, Bandol;;;881;TPG;Onex;6631;Onex;GE;*;*;;;;497140.64;115812.82;421;8593027
93139;4;Vernier, Avanchet;;;881;TPG;Châtelaine;6643;Vernier;GE;*;*;;;;497142.7;119571.83;419;8593139
93065;1;Plan-les-Ouates, Pré-Fleuri;;;881;TPG;Plan-les-Ouates;6633;Plan-les-Ouates;GE;*;*;;;;497175.67;113633.84;405;8593065
92929;9;Genève-Aéroport, WTC;;;881;TPG;Genève;6630;Meyrin;GE;*;*;;;;497225.67;120643.83;421;8592929
93061;0;Plan-les-Ouates, Les Bruyères;;;881;TPG;Plan-les-Ouates;6633;Plan-les-Ouates;GE;*;*;;;;497238.67;114178.83;400;8593061
92976;0;Petit-Lancy, De-Ternier;;;881;TPG;Petit-Lancy;6628;Lancy;GE;*;*;;;;497274.61;116680.81;414;8592976
93162;6;Vernier, Libellules;;;881;TPG;Châtelaine;6643;Vernier;GE;*;*;;;;497275.7;118341.8;422;8593162
93054;5;Plan-les-Ouates, Centenaire;;;881;TPG;Plan-les-Ouates;6633;Plan-les-Ouates;GE;*;*;;;;497281.67;114014.83;400;8593054
93034;7;Onex, Genévrière;;;881;TPG;Onex;6631;Onex;GE;*;*;;;;497295.65;115146.82;408;8593034
93174;1;Vernier, Usine à gaz;;;881;TPG;Aïre;6643;Vernier;GE;*;*;;;;497322.68;118017.8;421;8593174
95027;9;Cointrin, De-Joinville;;;881;TPG;Cointrin;6630;Meyrin;GE;*;*;;;;497323.69;120109.84;425;8595027
95017;0;Ferney, Château;;;881;TPG;;;;;*;*;;;;497328.68;123930.72;430;8595017
93167;5;Vernier, Pont-Butin;;;881;TPG;Aïre;6643;Vernier;GE;*;*;;;;497370.66;117832.79;410;8593167
93056;0;Plan-les-Ouates, Ch.-d.-Filles;;;881;TPG;Plan-les-Ouates;6633;Plan-les-Ouates;GE;*;*;;;;497373.66;113764.83;404;8593056
92984;4;Plan-les-Ouates, Le Rolliet;;;881;TPG;Plan-les-Ouates;6633;Plan-les-Ouates;GE;*;*;;;;497398.66;114270.82;400;8592984
87911;4;Ferney, mairie;;;881;TPG;;;;;*;*;;;;497413.68;123577.74;423;8587911
92986;9;Petit-Lancy, Lancy-Hubert;;;881;TPG;Petit-Lancy;6628;Lancy;GE;*;*;;;;497425.59;116547.8;416;8592986
93138;6;Vernier, Avenue de l'Ain;;;881;TPG;Châtelaine;6643;Vernier;GE;*;*;;;;497453.67;118043.79;423;8593138
93050;3;Plan-les-Ouates, Arare;;;881;TPG;Plan-les-Ouates;6633;Plan-les-Ouates;GE;*;*;;;;497486.65;113527.83;412;8593050
2056;0;Genève-Aéroport, gare routière;;;767;ESE;Le Grand-Saconnex;6623;Le Grand-Saconnex;GE;*;*;;;;497499.65;120769.85;418;8502056
92775;6;Genève, Aéroport (TPG);;;881;TPG;Genève;6623;Le Grand-Saconnex;GE;*;*;;;;497514.65;120807.85;422;8592775
93141;0;Vernier, Balexert;;;881;TPG;Les Avanchets;6643;Vernier;GE;*;*;;;;497518.67;119427.82;430;8593141
92642;8;Bardonnex, Feuillat;;;881;TPG;La Croix-de-Rozon;6605;Bardonnex;GE;*;*;;;;497535.64;111660.83;475;8592642
92978;6;Petit-Lancy, Chemin du Bac;;;881;TPG;Petit-Lancy;6628;Lancy;GE;*;*;;;;497602.58;116764.8;420;8592978
92975;2;Petit-Lancy, Bossons;;;881;TPG;Petit-Lancy;6628;Lancy;GE;*;*;;;;497603.56;116320.8;419;8592975
93158;4;Vernier, Floralies;;;881;TPG;Les Avanchets;6643;Vernier;GE;*;*;;;;497616.66;119778.83;433;8593158
92939;8;Grand-Saconnex, Corbillettes;;;881;TPG;Le Grand-Saconnex;6623;Le Grand-Saconnex;GE;*;*;;;;497619.66;120179.85;432;8592939
1026;4;Genève-Aéroport;;GEAP;11;SBB CFF FFS;Le Grand-Saconnex;6623;Le Grand-Saconnex;GE;*;*;*;;;497659.5;120990.12;424.3999999999942;8501026
87418;0;Petit-Lancy, Les Esserts;;;881;TPG;Petit-Lancy;6628;Lancy;GE;*;*;;;;497662.56;116047.8;427;8587418
92935;6;Grand-Saconnex, Arena-Halle 7;;;881;TPG;Le Grand-Saconnex;6623;Le Grand-Saconnex;GE;*;*;;;;497678.63;121063.86;423;8592935
92985;1;Grand-Lancy, Burgy;;;881;TPG;Grand-Lancy;6628;Lancy;GE;*;*;;;;497688.61;115230.79;394;8592985
93152;7;Vernier, Châtelaine;;;881;TPG;Châtelaine;6643;Vernier;GE;*;*;;;;497688.65;118611.79;425;8593152
4815;7;Ferney, Avenue de Vessy;;;881;TPG;;;;;*;*;;;;497772.66;124396.68;436;8504815
92998;4;Grand-Lancy, Voirets;;;881;TPG;Grand-Lancy;6628;Lancy;GE;*;*;;;;497776.64;114514.8;396;8592998
95018;8;Genève, Concorde;;;881;TPG;Genève;6621;Genève;GE;*;*;;;;497782.63;117966.78;422;8595018
92948;9;Grand-Saconnex, Massettes;;;881;TPG;Le Grand-Saconnex;6623;Le Grand-Saconnex;GE;*;*;;;;497795.64;119973.85;437;8592948
93165;9;Vernier, Balexert-Pailly;;;881;TPG;Genève;6643;Vernier;GE;*;*;;;;497807.64;119561.82;437;8593165
92936;4;Grand-Saconnex, Attenville;;;881;TPG;Le Grand-Saconnex;6623;Le Grand-Saconnex;GE;*;*;;;;497813.63;120462.86;434;8592936
93071;9;Plan-les-Ouates, Vélodrome;;;881;TPG;Plan-les-Ouates;6633;Plan-les-Ouates;GE;*;*;;;;497831.63;113745.82;405;8593071
87910;6;Ferney, Avenue du Jura;;;881;TPG;;;;;*;*;;;;497843.66;123798.71;420;8587910
92979;4;Petit-Lancy, Cimetière St-G.;Petit-Lancy, Cimetière St-Georges;;881;TPG;Petit-Lancy;6628;Lancy;GE;*;*;;;;497855.58;117040.8;420;8592979
1028;0;Furet (bif);;FUBI;11;SBB CFF FFS;Genève;6621;Genève;GE;*;;;*;;497887.14;118342.3;417.8000000000029;8501028
92993;5;Petit-Lancy, Pré-Monnard;;;881;TPG;Petit-Lancy;6628;Lancy;GE;*;*;;;;497915.55;115856.79;415;8592993
95326;5;Archamps, Communauté-Commun;;;881;TPG;;;;;*;*;;;;497916.64;110459.85;505;8595326
87035;2;Bossy;;;881;TPG;Collex;6615;Collex-Bossy;GE;*;*;;;;497937.62;126158.76;461;8587035
94935;4;Ferney, Levant;;;881;TPG;;;;;*;*;;;;497940.66;124090.69;420;8594935
94934;7;Ferney, Lycée;;;881;TPG;;;;;*;*;;;;497953.66;124499.67;436;8594934
15329;6;Genève-Aéroport (cul-de-sac);;GEAF;11;SBB CFF FFS;Le Grand-Saconnex;6623;Le Grand-Saconnex;GE;*;;;*;;497957.71;121288.6;424.8000000000029;8515329
92982;8;Grand-Lancy, Curé-Baud;;;881;TPG;Grand-Lancy;6628;Lancy;GE;*;*;;;;497963.61;114744.79;395;8592982
92937;2;Grand-Saconnex,Palexpo-Halle 7;;;881;TPG;Le Grand-Saconnex;6623;Le Grand-Saconnex;GE;*;*;;;;497967.61;121354.85;428;8592937
87083;2;Plan-les-Ouates, mairie;;;881;TPG;Plan-les-Ouates;6633;Plan-les-Ouates;GE;*;*;;;;498018.62;113873.81;403;8587083
95020;4;Genève, Les Ouches;;;881;TPG;Genève;6621;Genève;GE;*;*;;;;498020.62;118499.78;416;8595020
92644;4;Bardonnex, Charrot;;;881;TPG;La Croix-de-Rozon;6605;Bardonnex;GE;*;*;;;;498031.62;111556.83;475;8592644
1061;1;La Givrine;;GIVR;66;NStCM;St-Cergue;5727;Saint-Cergue;VD;*;*;;;;498036.74;145670.92;1209;8501061
92845;7;Genève, Joli-Mont;;;881;TPG;Genève;6621;Genève;GE;*;*;;;;498038.62;119795.84;447;8592845
92997;6;Petit-Lancy, Les Marbriers;;;881;TPG;Petit-Lancy;6628;Lancy;GE;*;*;;;;498050.57;116972.8;424;8592997
93220;2;Ferney, Brunette;;;881;TPG;;;;;*;*;;;;498070.64;123294.73;410;8593220
93243;4;Ferney, Jargilières;;;881;TPG;;;;;*;*;;;;498075.64;123540.72;412;8593243
92797;0;Genève, Camille-Martin;;;881;TPG;Genève;6621;Genève;GE;*;*;;;;498077.61;118061.77;419;8592797
92952;1;Grand-Saconnex, Taverney;;;881;TPG;Le Grand-Saconnex;6623;Le Grand-Saconnex;GE;*;*;;;;498086.6;120785.87;440;8592952
92791;3;Genève, Bouchet;;;881;TPG;Châtelaine;6643;Vernier;GE;*;*;;;;498100.61;119189.81;429;8592791
87082;4;Petit-Lancy, place;;;881;TPG;Petit-Lancy;6628;Lancy;GE;*;*;;;;498148.52;116294.8;421;8587082
93242;6;Ferney, douane;;;881;TPG;;;;;*;*;;;;498154.63;123031.75;410;8593242
92950;5;Grand-Saconnex, Palexpo;;;881;TPG;Le Grand-Saconnex;6623;Le Grand-Saconnex;GE;*;*;;;;498155.6;121088.86;435;8592950
87380;2;Archamps, Technopole;;;881;TPG;;;;;*;*;;;;498166.62;110601.85;505;8587380
92943;0;Grand-Saconnex, Fret;;;881;TPG;Le Grand-Saconnex;6623;Le Grand-Saconnex;GE;*;*;;;;498175.6;121609.82;429;8592943
92826;7;Genève, Franchises;;;881;TPG;Genève;6621;Genève;GE;*;*;;;;498177.6;118850.8;420;8592826
93064;4;Plan-les-Ouates, Aviateurs;;;881;TPG;Plan-les-Ouates;6633;Plan-les-Ouates;GE;*;*;;;;498180.61;113980.8;400;8593064
92893;7;Genève, Riant-Parc;;;881;TPG;Genève;6621;Genève;GE;*;*;;;;498194.6;119761.84;447;8592893
19235;1;Tunnel du Saut-de-Mouton;;SAUT;11;SBB CFF FFS;Genève;6621;Genève;GE;;;;;;498212.6;118173.77;416.1000000000058;8519235
92899;4;Grand-Saconnex, Giacometti;;;881;TPG;Le Grand-Saconnex;6623;Le Grand-Saconnex;GE;*;*;;;;498232.59;120394.86;444;8592899
92983;6;Grand-Lancy, Place du 1er-Août;;;881;TPG;Grand-Lancy;6628;Lancy;GE;*;*;;;;498234.57;115354.78;396;8592983
1041;3;Jonction (Genève);;JON;11;SBB CFF FFS;Genève;6621;Genève;GE;*;;*;;;498286.22;117566.22;385.5;8501041
92941;4;Grand-Saconnex, Douane;;;881;TPG;;;;;*;*;;;;498291.61;122864.75;410;8592941
93072;7;Plan-les-Ouates, Vuattes;;;881;TPG;Plan-les-Ouates;6633;Plan-les-Ouates;GE;*;*;;;;498295.6;113912.8;402;8593072
92991;9;Grand-Lancy, Lancy-Piscine;;;881;TPG;Grand-Lancy;6628;Lancy;GE;*;*;;;;498296.58;115060.79;396;8592991
87050;1;Bardonnex, Compesières;;;881;TPG;La Croix-de-Rozon;6605;Bardonnex;GE;*;*;;;;498309.61;111978.83;473;8587050
87902;3;Grand-Lancy, mairie;;;881;TPG;Grand-Lancy;6628;Lancy;GE;*;*;;;;498329.56;115590.79;397;8587902
92809;3;Genève, Collège Rousseau;;;881;TPG;Genève;6621;Genève;GE;*;*;;;;498335.59;119381.83;435;8592809
92988;5;Grand-Lancy, Palettes;;;881;TPG;Grand-Lancy;6628;Lancy;GE;*;*;;;;498337.59;114794.79;397;8592988
92944;8;Grand-Saconnex, Gardiol;;;881;TPG;Le Grand-Saconnex;6623;Le Grand-Saconnex;GE;*;*;;;;498344.58;120575.86;449;8592944
19474;6;Grand-Lancy, Palettes (boucle);;;881;TPG;Grand-Lancy;6628;Lancy;GE;*;;;*;;498346.59;114749.79;397;8519474
95325;7;Archamps, Centre de convention;;;881;TPG;;;;;*;*;;;;498352.62;110250.86;510;8595325
19473;8;Grand-Lancy, Palettes (bif);;;881;TPG;Grand-Lancy;6628;Lancy;GE;*;;;*;;498358.59;114700.79;397;8519473
93063;6;Plan-les-Ouates, Nant-Malet;;;881;TPG;Plan-les-Ouates;6633;Plan-les-Ouates;GE;*;*;;;;498359.59;113539.8;414;8593063
92980;2;Petit-Lancy, Claire-Vue;;;881;TPG;Petit-Lancy;6628;Lancy;GE;*;*;;;;498385.55;116857.81;413;8592980
92992;7;Grand-Lancy, Pontets;;;881;TPG;Grand-Lancy;6628;Lancy;GE;*;*;;;;498414.6;114351.79;398;8592992
92811;9;Genève, Contrat-Social;;;881;TPG;Genève;6621;Genève;GE;*;*;;;;498421.58;118070.78;415;8592811
93057;8;Plan-les-Ouates, Comm.-Réunies;;;881;TPG;Plan-les-Ouates;6633;Plan-les-Ouates;GE;*;*;;;;498423.6;114148.79;400;8593057
92942;2;Grand-Saconnex, Ferme Sarasin;;;881;TPG;Le Grand-Saconnex;6623;Le Grand-Saconnex;GE;*;*;;;;498448.57;121003.85;444;8592942
96098;9;Grand-Saconnex, Aéroport-P47;;;881;TPG;Le Grand-Saconnex;6623;Le Grand-Saconnex;GE;*;*;;;;498455.58;121896.8;421;8596098
95670;6;Sauverny, douane;;;881;TPG;Versoix;6644;Versoix;GE;*;*;;;;498462.68;129740.66;458;8595670
93052;9;Plan-les-Ouates, Badosse;;;881;TPG;Plan-les-Ouates;6633;Plan-les-Ouates;GE;*;*;;;;498467.61;112475.82;458;8593052
92855;6;Genève, Mervelet;;;881;TPG;Genève;6621;Genève;GE;*;*;;;;498477.57;119532.84;437;8592855
92835;8;Genève, Guye;;;881;TPG;Genève;6621;Genève;GE;*;*;;;;498480.57;118347.78;415;8592835
92953;9;Grand-Saconnex, Tunnel Routier;;;881;TPG;Le Grand-Saconnex;6623;Le Grand-Saconnex;GE;*;*;;;;498496.58;122156.79;415;8592953
92995;0;Petit-Lancy, Quidort;;;881;TPG;Petit-Lancy;6628;Lancy;GE;*;*;;;;498507.54;116670.81;411;8592995
19433;2;Tunnel Bois de la Bâtie;;BOBT;11;SBB CFF FFS;Petit-Lancy;6628;Lancy;GE;;;;;;498526.54;116480.81;415.8999999999942;8519433
89098;8;Petit-Lancy, Pont-Rouge;;;881;TPG;Petit-Lancy;6628;Lancy;GE;*;*;;;;498527.54;116050.8;380;8589098
92808;5;Genève, Colladon;;;881;TPG;Genève;6621;Genève;GE;*;*;;;;498527.57;119924.86;446;8592808
87044;4;Collex, centre;;;881;TPG;Collex;6615;Collex-Bossy;GE;*;*;;;;498529.64;125142.66;440;8587044
93067;7;Plan-les-Ouates, Saconnex-Arve;;;881;TPG;Plan-les-Ouates;6633;Plan-les-Ouates;GE;*;*;;;;498532.6;112891.81;439;8593067
3331;6;Grand-Saconnex, Sonnex;;;881;TPG;Le Grand-Saconnex;6623;Le Grand-Saconnex;GE;*;*;;;;498539.56;120526.85;458;8503331
87914;8;Grand-Saconnex, place;;;881;TPG;Le Grand-Saconnex;6623;Le Grand-Saconnex;GE;*;*;;;;498540.56;121112.83;443;8587914
92949;7;Grand-Saconnex, P+R P47;;;881;TPG;Le Grand-Saconnex;6623;Le Grand-Saconnex;GE;*;*;;;;498546.57;121779.81;425;8592949
92722;8;Collex, Seuchat;;;881;TPG;Collex;6615;Collex-Bossy;GE;*;*;;;;498558.65;125580.67;432;8592722
17141;3;Genève-La-Praille (bif);;GEPB;11;SBB CFF FFS;Carouge GE;6628;Lancy;GE;*;;;*;;498561.02;114986.63;384.3000000000029;8517141
92852;3;Genève, Maison des Parlements;;;881;TPG;Le Grand-Saconnex;6623;Le Grand-Saconnex;GE;*;*;;;;498563.56;120234.85;454;8592852
19438;1;Tunnel de St.Jean;;SJET;11;SBB CFF FFS;Genève;6621;Genève;GE;;;;;;498563.56;117562.81;372.6000000000058;8519438
92951;3;Grand-Saconnex, Susette;;;881;TPG;Le Grand-Saconnex;6623;Le Grand-Saconnex;GE;*;*;;;;498567.56;121571.81;429;8592951
16282;6;Lancy-Pont-Rouge (CEVA);;LAPP;11;SBB CFF FFS;Carouge GE;6628;Lancy;GE;;;;;;498573.0;115794.73;383.6999999999971;8516282
