Dst-Nr.;KZ;Dst-Bezeichnung-offiziell;Dst-Bezeichnung lang;Dst-Abk;GO-Nr;GO-Abk;Ort;Gde-Nr;Gde-Name;Kanton;Betriebspunkt;Haltestelle;Bedienpunkt;Reiner Betriebspunkt;Tarifhaltestelle;KOORDE;KOORDN;KOORDZ;BPUIC
5119;3;Göschenen;;GOE;11;SBB CFF FFS;Göschenen;1208;Göschenen;UR;*;*;*;;;688018.88;168931.62;1106.1000000000058;8505119
75873;0;Mondada (Bavona);;;801;PAG;Cavergno;5310;Cevio;TI;*;*;;;;688021.03;134666.54;568;8575873
15456;7;Neugut Ost bei DUE (Abzw);;NEGO;11;SBB CFF FFS;Wallisellen;69;Wallisellen;ZH;*;;;*;;688021.66;251057.44;430.8999999999942;8515456
90890;5;Wallisellen, Ifang;;;773;VBG;Wallisellen;69;Wallisellen;ZH;*;*;;;;688027.08;251688.17;436;8590890
88984;0;Horgen, Gehren;;;807;SZU Auto;Horgen;295;Horgen;ZH;*;*;;;;688034.14;234091.11;409;8588984
91899;5;Göschenen, Ausserdorf;;;816;AAGU;Göschenen;1208;Göschenen;UR;*;*;;;;688049.57;169200.38;1100;8591899
19207;0;Göschenen MGB Gleisende;;GOEE;48;MGB-fo;Göschenen;1208;Göschenen;UR;*;;;*;;688051.94;169077.75;1106.199999999997;8519207
78375;3;Neuhausen, Engestrasse;;;846;RVSH;Neuhausen am Rheinfall;2937;Neuhausen am Rheinfall;SH;*;*;;;;688055.86;282545.32;460;8578375
90897;0;Wallisellen, Spitzacker;;;773;VBG;Wallisellen;69;Wallisellen;ZH;*;*;;;;688071.08;251784.17;443;8590897
90663;6;Horgen, Wannenthal;;;807;SZU Auto;Horgen;295;Horgen;ZH;*;*;;;;688072.14;234618.1;439;8590663
73477;2;Bargen SH, Schinderwies;;;846;RVSH;Bargen SH;2931;Bargen (SH);SH;*;*;;;;688073.8;294150.31;612;8573477
2531;2;Neuhausen, Schlössli Wörth;;;836;VBSH;Neuhausen am Rheinfall;2937;Neuhausen am Rheinfall;SH;*;*;;;;688076.86;281542.31;364;8502531
77544;5;Menzingen, Moosstrasse;;;839;ZVB;Menzingen;1704;Menzingen;ZG;*;*;;;;688084.17;225330.16;807;8577544
6755;3;Flaach, Wesenplatz;;;801;PAG;Flaach;28;Flaach;ZH;*;*;;;;688098.88;270075.13;362;8506755
90659;4;Horgen, Schärbächli/Fähre;;;807;SZU Auto;Horgen;295;Horgen;ZH;*;*;;;;688103.15;234904.11;412;8590659
5918;8;Isleten, Seegarten;;;801;PAG;Bauen;1204;Bauen;UR;*;*;;;;688107.34;196917.38;436;8505918
86733;3;32 PU Sulzberger, Menzingen;;;801;PAG;Menzingen;1704;Menzingen;ZG;*;;;*;;688117.0;225375.0;808.3000000000029;8586733
90552;1;Dübendorf, Breitibach;;;849;VBZ;Dübendorf;191;Dübendorf;ZH;*;*;;;;688118.1;250088.17;436;8590552
2295;4;Oberägeri, Lohmatt;;;839;ZVB;Oberägeri;1706;Oberägeri;ZG;*;*;;;;688119.22;221370.17;737;8502295
73095;2;Isleten-Isenthal,Schiffstation;;;801;PAG;Bauen;1204;Bauen;UR;*;*;;;;688124.33;197175.38;440;8573095
95940;3;Andermatt, Bodenstrasse 2;;;7069;AUT;Andermatt;1202;Andermatt;UR;*;*;;;;688124.6;165320.38;1433;8595940
8475;6;Isleten-Isenthal;;ISLI;185;SGV;Bauen;1204;Bauen;UR;*;*;;;;688134.33;197185.38;435;8508475
73145;5;Motto Bartola;;;801;PAG;Airolo;5061;Airolo;TI;*;*;;;;688137.7;154348.38;1533;8573145
87967;6;Erlenbach ZH, Im Bindschädler;;;838;VZO;Erlenbach ZH;151;Erlenbach (ZH);ZH;*;*;;;;688137.17;238954.17;475;8587967
3481;9;Neuhausen, Kreuzstrasse;;;846;RVSH;Neuhausen am Rheinfall;2937;Neuhausen am Rheinfall;SH;*;*;;;;688142.86;282114.32;460;8503481
17080;3;Tunnelportal Naxberg Süd;;NAXS;11;SBB CFF FFS;Wassen UR;1220;Wassen;UR;;;;;;688153.56;170720.37;1064;8517080
90898;8;Wallisellen, Sportzentrum;;;773;VBG;Wallisellen;69;Wallisellen;ZH;*;*;;;;688162.08;252207.18;452;8590898
17158;7;Göschenen Unterwerk;;GOUW;11;SBB CFF FFS;Göschenen;1208;Göschenen;UR;;;;;;688169.57;169310.38;1096;8517158
3463;7;Neuhausen Bad Bf;;NHB;353;DB/SH;Neuhausen am Rheinfall;2937;Neuhausen am Rheinfall;SH;*;*;;;;688169.86;281937.32;440;8503463
75890;4;Linescio, Paese;;;801;PAG;Linescio;5315;Linescio;TI;*;*;;;;688177.01;129164.73;669;8575890
5506;1;Intra NLM;;;187;NLM;;;;;*;*;;;;688180.17;87541.16;203;8505506
77440;6;Brunnen, Sportplatzweg;;;841;AAGS;Brunnen;1364;Ingenbohl;SZ;*;*;;;;688184.29;205864.2;436;8577440
88421;3;Intra, Imbarc. Nuovo;;;7043;VCO;;;;;*;*;;;;688200.17;87701.16;203;8588421
3968;5;Schaffhausen, Sommerhalde;;;846;RVSH;Schaffhausen;2939;Schaffhausen;SH;*;*;;;;688198.84;286250.32;505;8503968
94471;0;Andermatt, Bodenstrasse 1;;;7069;AUT;Andermatt;1202;Andermatt;UR;*;*;;;;688204.6;165495.38;1433;8594471
90582;8;Dübendorf, Ringstrasse;;;773;VBG;Dübendorf;191;Dübendorf;ZH;*;*;;;;688216.1;250582.17;431;8590582
88315;7;Bassersdorf, Grindel;;;773;VBG;Bassersdorf;52;Bassersdorf;ZH;*;*;;;;688225.05;255739.2;450;8588315
88205;0;Erlenbach ZH, Allmend;;;838;VZO;Erlenbach ZH;151;Erlenbach (ZH);ZH;*;*;;;;688225.16;240147.18;550;8588205
75494;5;Corbella;;;801;PAG;Comologno;5136;Onsernone;TI;*;*;;;;688242.03;117697.81;1043;8575494
90561;2;Dübendorf, Giessen;;;773;VBG;Dübendorf;191;Dübendorf;ZH;*;*;;;;688242.09;250805.17;430;8590561
76215;3;Itschnach, Fallacher;;;849;VBZ;Küsnacht ZH;154;Küsnacht (ZH);ZH;*;*;;;;688244.15;242674.19;585;8576215
95074;1;Dietlikon, Hinentalstrasse;;;773;VBG;Dietlikon;54;Dietlikon;ZH;*;*;;;;688244.06;253406.18;472;8595074
16179;4;Steinen (Spw);;STNS;11;SBB CFF FFS;Steinen;1373;Steinen;SZ;*;;;*;;688249.69;211699.61;472.8000000000029;8516179
30643;1;Horgen Autoquai;;;196;FHM;Horgen;295;Horgen;ZH;*;*;;;;688250.15;234913.11;407;8530643
90885;5;Wallisellen, Furtbach;;;773;VBG;Wallisellen;69;Wallisellen;ZH;*;*;;;;688260.08;251846.18;442;8590885
6049;1;Dachsen;;DA;11;SBB CFF FFS;Dachsen;25;Dachsen;ZH;*;*;;;;688263.37;280265.73;394.6000000000058;8506049
2529;6;Neuhausen, Rheinfallbecken;;;836;VBSH;Neuhausen am Rheinfall;2937;Neuhausen am Rheinfall;SH;*;*;;;;688263.86;281690.31;373;8502529
95941;1;Andermatt, Gemeinde Werkhof;;;7069;AUT;Andermatt;1202;Andermatt;UR;*;*;;;;688265.6;165372.38;1435;8595941
6039;2;Schloss Laufen am Rheinfall;;SLF;11;SBB CFF FFS;Dachsen;34;Laufen-Uhwiesen;ZH;*;*;;;;688281.38;281320.26;389.3000000000029;8506039
91026;5;Zollikerberg, Resirain;;;849;VBZ;Zollikerberg;161;Zollikon;ZH;*;*;;;;688282.12;244839.2;592;8591026
75691;6;Airolo, Cioss di fuori;;;801;PAG;Airolo;5061;Airolo;TI;*;*;;;;688284.73;153147.37;1211;8575691
3972;7;Hirzel, Wolfisbühl;;;807;SZU Auto;Hirzel;295;Horgen;ZH;*;*;;;;688291.16;231124.14;720;8503972
88000;5;Herrliberg, Grüt;;;838;VZO;Herrliberg;152;Herrliberg;ZH;*;*;;;;688291.17;238356.17;455;8588000
90661;0;Horgen, Teufenbach;;;807;SZU Auto;Horgen;295;Horgen;ZH;*;*;;;;688298.14;234579.1;439;8590661
73455;8;Dachsen, Bahnhof;;;801;PAG;Dachsen;25;Dachsen;ZH;*;*;;;;688298.85;280250.28;394;8573455
5192;0;Andermatt (Gemsstockbahn);;;251;ASS-ags;Andermatt;1202;Andermatt;UR;*;*;;;;688301.6;165236.38;1440;8505192
77439;8;Brunnen, Heideweg;;;841;AAGS;Brunnen;1364;Ingenbohl;SZ;*;*;;;;688310.29;205767.2;434;8577439
3337;3;Dorfnest (Abzw);;DORF;11;SBB CFF FFS;Bassersdorf;52;Bassersdorf;ZH;*;;*;;;688317.06;255389.61;449.1999999999971;8503337
88987;3;Horgen, Schnegg;;;807;SZU Auto;Horgen;295;Horgen;ZH;*;*;;;;688320.14;233719.12;409;8588987
87972;6;Erlenbach ZH, Im Streuli;;;838;VZO;Erlenbach ZH;151;Erlenbach (ZH);ZH;*;*;;;;688321.17;239120.17;520;8587972
77867;0;Horgen, Waidli;;;807;SZU Auto;Horgen;295;Horgen;ZH;*;*;;;;688326.14;234350.11;409;8577867
95942;9;Andermatt, Gemsstockbahn 2;;;7069;AUT;Andermatt;1202;Andermatt;UR;*;*;;;;688330.6;165184.39;1437;8595942
94469;4;Andermatt, Gemsstockbahn 1;;;7069;AUT;Andermatt;1202;Andermatt;UR;*;*;;;;688337.6;165200.39;1437;8594469
82052;2;Schloss Laufen, Rheinfall;;;801;PAG;Dachsen;34;Laufen-Uhwiesen;ZH;*;*;;;;688341.86;281207.31;440;8582052
77545;2;Menzingen, Kreuzegg;;;839;ZVB;Menzingen;1704;Menzingen;ZG;*;*;;;;688344.17;225225.16;807;8577545
92572;7;Schaffhausen, Riet;;;836;VBSH;Schaffhausen;2939;Schaffhausen;SH;*;*;;;;688346.85;284448.33;474;8592572
5142;5;Eggwald (Spw);;EGW;11;SBB CFF FFS;Wassen UR;1220;Wassen;UR;*;;;*;;688355.32;172590.98;1018.5;8505142
92498;5;Neuhausen, Rhytech;;;836;VBSH;Neuhausen am Rheinfall;2937;Neuhausen am Rheinfall;SH;*;*;;;;688365.86;282012.32;433;8592498
90644;6;Herrliberg, Rain;;;838;VZO;Herrliberg;152;Herrliberg;ZH;*;*;;;;688381.17;238655.17;498;8590644
80395;7;Fondo del Bosco;;;801;PAG;Airolo;5061;Airolo;TI;*;*;;;;688390.71;153797.38;1296;8580395
5141;7;Gotthard Nord (Spw);;GOTN;11;SBB CFF FFS;Andermatt;1202;Andermatt;UR;*;;;*;;688401.88;164024.31;1999.8999999999942;8505141
96100;3;Bassersdorf, Sportanlage;;;773;VBG;Bassersdorf;52;Bassersdorf;ZH;*;*;;;;688402.05;255512.2;446;8596100
5165;6;Andermatt;;AND;48;MGB-fo;Andermatt;1202;Andermatt;UR;*;*;*;;;688408.26;165722.06;1436;8505165
2532;0;Neuhausen, Mühleradhaus;;;836;VBSH;Neuhausen am Rheinfall;2937;Neuhausen am Rheinfall;SH;*;*;;;;688407.86;281568.31;380;8502532
75889;6;Linescio, di Fuori;;;801;PAG;Linescio;5315;Linescio;TI;*;*;;;;688414.01;129348.73;671;8575889
30833;8;Seedorf UR (See);;SEED;185;SGV;Seedorf UR;1214;Seedorf (UR);UR;*;*;;;;688414.4;193868.36;435;8530833
87970;0;Erlenbach ZH, Föhrenstrasse;;;838;VZO;Erlenbach ZH;151;Erlenbach (ZH);ZH;*;*;;;;688414.16;240237.18;575;8587970
2530;4;Neuhausen, Laufenlift;;;836;VBSH;Neuhausen am Rheinfall;2937;Neuhausen am Rheinfall;SH;*;*;;;;688416.86;281655.31;378;8502530
19429;0;Rohrbachtunnel;;RRBT;11;SBB CFF FFS;Wassen UR;1220;Wassen;UR;;;;;;688420.54;172285.35;929.1000000000058;8519429
73476;4;Merishausen, Schlauch;;;846;RVSH;Merishausen;2936;Merishausen;SH;*;*;;;;688423.81;292800.31;560;8573476
87995;7;Herrliberg, Felsenau;;;838;VZO;Herrliberg;152;Herrliberg;ZH;*;*;;;;688425.17;238204.17;450;8587995
73093;7;Seedorf UR, Seehof;;;801;PAG;Seedorf UR;1214;Seedorf (UR);UR;*;*;;;;688452.4;193764.36;437;8573093
73563;9;Hirzel, Kirche;;;807;SZU Auto;Hirzel;295;Horgen;ZH;*;*;;;;688454.17;230233.14;720;8573563
88002;1;Herrliberg, Holzwies;;;838;VZO;Herrliberg;152;Herrliberg;ZH;*;*;;;;688472.17;238717.17;510;8588002
73686;8;Buch a. Irchel, Wiler;;;801;PAG;Buch am Irchel;24;Buch am Irchel;ZH;*;*;;;;688473.9;268025.13;535;8573686
77438;0;Brunnen, Hafenstrasse;;;841;AAGS;Brunnen;1364;Ingenbohl;SZ;*;*;;;;688478.29;205640.2;434;8577438
90592;7;Dübendorf, Wasserfurren;;;773;VBG;Dübendorf;191;Dübendorf;ZH;*;*;;;;688483.1;249935.17;437;8590592
18104;0;Steinen Frauholzstrasse;;STNF;11;SBB CFF FFS;Steinen;1373;Steinen;SZ;*;;;*;;688483.32;210970.19;456;8518104
92502;4;Neuhausen, Fernblick;;;836;VBSH;Neuhausen am Rheinfall;2937;Neuhausen am Rheinfall;SH;*;*;;;;688486.86;282305.32;446;8592502
92570;1;Schaffhausen, Quellenstrasse;;;836;VBSH;Schaffhausen;2939;Schaffhausen;SH;*;*;;;;688488.85;284242.33;465;8592570
73564;7;Hirzel, Katholische Kirche;;;807;SZU Auto;Hirzel;295;Horgen;ZH;*;*;;;;688491.17;229924.15;720;8573564
16675;1;Zürich Föhrlibucktunnel;;ZTFW;11;SBB CFF FFS;Wallisellen;69;Wallisellen;ZH;;;;;;688492.09;251415.18;450.5;8516675
87975;9;Erlenbach ZH, Pflugstein;;;838;VZO;Erlenbach ZH;151;Erlenbach (ZH);ZH;*;*;;;;688493.17;239105.17;550;8587975
31256;1;Dachsen Bachdelle/Badi;;;3185;EMAG;Dachsen;25;Dachsen;ZH;*;*;;;;688493.85;279631.26;359;8531256
17278;3;Neuhausen SIG Tunnel;;NHNT;11;SBB CFF FFS;Neuhausen am Rheinfall;2937;Neuhausen am Rheinfall;SH;;;;;;688494.86;281673.31;402;8517278
73140;6;Andermatt, Bahnhof;;ANBF;801;PAG;Andermatt;1202;Andermatt;UR;*;*;;;;688499.59;165750.37;1436;8573140
75493;7;Comologno, Dazio;;;801;PAG;Comologno;5136;Onsernone;TI;*;*;;;;688500.03;117737.81;1005;8575493
92512;3;Neuhausen, Zuba;;;836;VBSH;Neuhausen am Rheinfall;2937;Neuhausen am Rheinfall;SH;*;*;;;;688500.85;282611.32;454;8592512
87968;4;Erlenbach ZH, Chapf;;;838;VZO;Erlenbach ZH;151;Erlenbach (ZH);ZH;*;*;;;;688502.16;240326.18;590;8587968
18924;1;Neuhausen Rheinfall;;NHRH;11;SBB CFF FFS;Neuhausen am Rheinfall;2937;Neuhausen am Rheinfall;SH;*;*;;;;688517.25;281667.44;402;8518924
95077;4;Dietlikon, Lettenstrasse;;;773;VBG;Dietlikon;54;Dietlikon;ZH;*;*;;;;688522.07;253302.18;472;8595077
92506;5;Neuhausen, Hohfluh;;;836;VBSH;Neuhausen am Rheinfall;2937;Neuhausen am Rheinfall;SH;*;*;;;;688523.85;282791.32;458;8592506
88005;4;Herrliberg, Pfarrgasse;;;838;VZO;Herrliberg;152;Herrliberg;ZH;*;*;;;;688527.17;238016.17;440;8588005
90557;0;Dübendorf, EMPA;;;773;VBG;Dübendorf;191;Dübendorf;ZH;*;*;;;;688528.1;250778.17;432;8590557
94472;8;Andermatt, Gemeindehaus;;;7069;AUT;Andermatt;1202;Andermatt;UR;*;*;;;;688529.6;165350.38;1440;8594472
88986;5;Horgen, Reithy;;;807;SZU Auto;Horgen;295;Horgen;ZH;*;*;;;;688534.14;233903.11;409;8588986
90658;6;Horgen, Rotweg;;;807;SZU Auto;Horgen;295;Horgen;ZH;*;*;;;;688540.14;234643.11;422;8590658
94474;4;Andermatt, Tourist Info;;;7069;AUT;Andermatt;1202;Andermatt;UR;*;*;;;;688546.59;165717.38;1436;8594474
3480;1;Neuhausen, Rheinhof;;;846;RVSH;Neuhausen am Rheinfall;2937;Neuhausen am Rheinfall;SH;*;*;;;;688546.86;281976.32;429;8503480
3899;2;Horgen, Waldegg;;;807;SZU Auto;Horgen;295;Horgen;ZH;*;*;;;;688548.15;233350.12;515;8503899
3969;3;Schaffhausen, Sommerwies;;;846;RVSH;Schaffhausen;2939;Schaffhausen;SH;*;*;;;;688547.84;285958.33;502;8503969
87431;3;Wassen, Wattingen;;;816;AAGU;Wassen UR;1220;Wassen;UR;*;*;;;;688549.54;172200.35;915;8587431
73703;1;Flaach, Oberdorf;;;801;PAG;Flaach;28;Flaach;ZH;*;*;;;;688548.89;270075.14;362;8573703
31050;8;Andermatt (Gondelbahn Gütsch);Andermatt (Talstation Nätschen);;251;ASS-ags;Andermatt;1202;Andermatt;UR;*;*;;;;688567.59;165823.37;1437;8531050
16632;2;Horgen Hirsacher;;HGHI;11;SBB CFF FFS;Horgen;295;Horgen;ZH;*;;;*;;688575.15;234734.11;409;8516632
78376;1;Neuhausen, Zentrum;;;846;RVSH;Neuhausen am Rheinfall;2937;Neuhausen am Rheinfall;SH;*;*;;;;688580.86;281780.32;460;8578376
79928;8;Schaffhausen, Hohlenbaum;;;846;RVSH;Schaffhausen;2939;Schaffhausen;SH;*;*;;;;688581.85;284616.33;451;8579928
88010;4;Herrliberg, Vogtei;;;838;VZO;Herrliberg;152;Herrliberg;ZH;*;*;;;;688584.17;238301.17;460;8588010
77425;7;Lauerz, Otten;;;841;AAGS;Lauerz;1365;Lauerz;SZ;*;*;;;;688586.29;209237.19;460;8577425
95073;3;Dietlikon, Fuchshalde;;;773;VBG;Dietlikon;54;Dietlikon;ZH;*;*;;;;688586.07;252798.18;448;8595073
5118;5;Wassen;;WAS;11;SBB CFF FFS;Wassen UR;1220;Wassen;UR;*;;*;;;688589.83;172923.52;928.3000000000029;8505118
92507;3;Neuhausen, Industrieplatz;;;836;VBSH;Neuhausen am Rheinfall;2937;Neuhausen am Rheinfall;SH;*;*;;;;688595.86;281664.31;405;8592507
3660;8;Herrliberg (See);;;194;ZSG;Herrliberg;152;Herrliberg;ZH;*;*;;;;688599.17;237615.17;423;8503660
19040;5;Airolo Schaltposten;;AISN;11;SBB CFF FFS;Airolo;5061;Airolo;TI;;;;;;688599.72;153400.37;1140;8519040
92511;5;Neuhausen, Trubegüetli;;;836;VBSH;Neuhausen am Rheinfall;2937;Neuhausen am Rheinfall;SH;*;*;;;;688601.85;283311.32;446;8592511
17073;8;Steinen UW;;STEW;11;SBB CFF FFS;Steinen;1373;Steinen;SZ;;;;;;688613.32;211479.19;465;8517073
90652;9;Horgen, Glärnischhof;;;807;SZU Auto;Horgen;295;Horgen;ZH;*;*;;;;688625.14;234403.11;446;8590652
18518;1;Gotthard Mitte;;GOTM;11;SBB CFF FFS;Hospental;1210;Hospental;UR;*;;;*;;688625.67;161479.4;1000;8518518
92583;4;Schaffhausen, Stokarbergstr.;;;836;VBSH;Schaffhausen;2939;Schaffhausen;SH;*;*;;;;688630.85;283641.32;457;8592583
94475;1;Andermatt, Poststrasse;;;7069;AUT;Andermatt;1202;Andermatt;UR;*;*;;;;688632.6;165517.38;1441;8594475
94473;6;Andermatt, Krone;;;7069;AUT;Andermatt;1202;Andermatt;UR;*;*;;;;688634.6;165314.38;1458;8594473
30431;1;Gurschengrat;;;251;ASS-ags;Andermatt;1202;Andermatt;UR;*;*;;;;688640.64;163667.41;2221;8530431
90641;2;Herrliberg, Busenhardstrasse;;;838;VZO;Herrliberg;152;Herrliberg;ZH;*;*;;;;688641.17;238447.17;494;8590641
94477;7;Andermatt, Kreisel Oberalp Süd;;;7069;AUT;Andermatt;1202;Andermatt;UR;*;*;;;;688662.6;165465.38;1443;8594477
92503;2;Neuhausen, Gemeindehaus;;;836;VBSH;Neuhausen am Rheinfall;2937;Neuhausen am Rheinfall;SH;*;*;;;;688670.86;281872.32;414;8592503
73434;3;Rheinau, Galgenbuck;;;801;PAG;Rheinau;38;Rheinau;ZH;*;*;;;;688673.85;276925.21;372;8573434
3149;2;Chriesbach (Abzw);;CHRI;11;SBB CFF FFS;Dübendorf;191;Dübendorf;ZH;*;;;*;;688677.07;251048.31;433.8999999999942;8503149
95080;8;Dietlikon, Riedenerstrasse;;;773;VBG;Dietlikon;54;Dietlikon;ZH;*;*;;;;688697.07;253128.18;468;8595080
77539;5;Oberägeri, Fischmatt;;;839;ZVB;Oberägeri;1706;Oberägeri;ZG;*;*;;;;688699.21;221220.16;737;8577539
95930;4;Schaffhausen, Merishuusertaal;;;846;RVSH;Schaffhausen;2939;Schaffhausen;SH;*;*;;;;688698.83;287636.32;468;8595930
90576;0;Dübendorf, Meiershofstrasse;;;773;VBG;Dübendorf;191;Dübendorf;ZH;*;*;;;;688700.1;250206.17;436;8590576
77396;0;Wassen, Post;;;801;PAG;Wassen UR;1220;Wassen;UR;*;*;;;;688713.53;173259.34;910;8577396
73462;4;Schaffhausen, Heuberg;;;846;RVSH;Schaffhausen;2939;Schaffhausen;SH;*;*;;;;688713.84;285699.33;404;8573462
88416;3;Horgen, Bocken;;;807;SZU Auto;Horgen;295;Horgen;ZH;*;*;;;;688715.15;233288.12;521;8588416
30743;9;Oberägeri (See);;;179;AeS;Oberägeri;1706;Oberägeri;ZG;*;*;;;;688722.22;220947.16;737;8530743
88008;8;Herrliberg, Sportplatz;;;838;VZO;Herrliberg;152;Herrliberg;ZH;*;*;;;;688736.17;238642.17;525;8588008
8470;7;Brunnen (See);;BRUS;185;SGV;Brunnen;1364;Ingenbohl;SZ;*;*;;;;688737.3;205356.21;439;8508470
18782;3;Wattinger-Tunnel Wassen (UR);;WATT;11;SBB CFF FFS;Wassen UR;1220;Wassen;UR;;;;;;688738.53;173447.34;921;8518782
90544;8;Dietlikon, Hörnligraben;;;849;VBZ;Wallisellen;69;Wallisellen;ZH;*;*;;;;688745.09;251923.18;437;8590544
95943;7;Andermatt, Brücke;;;7069;AUT;Andermatt;1202;Andermatt;UR;*;*;;;;688746.6;165400.38;1446;8595943
90647;9;Herrliberg-Feldmeilen,Bhf West;Herrliberg-Feldmeilen, Bahnhof West;;838;VZO;Meilen;156;Meilen;ZH;*;*;;;;688752.17;237510.17;419;8590647
3867;9;Horgen, Enderholz;;;807;SZU Auto;Horgen;295;Horgen;ZH;*;*;;;;688756.16;231218.14;720;8503867
5099;7;Brunnen, See/Schiffstation;;BRSS;841;AAGS;Brunnen;1364;Ingenbohl;SZ;*;*;;;;688759.3;205463.21;439;8505099
92499;3;Neuhausen, Bahnhofstr.;;;836;VBSH;Neuhausen am Rheinfall;2937;Neuhausen am Rheinfall;SH;*;*;;;;688758.86;281990.32;412;8592499
92588;3;Schaffhausen, Wiesli;;;836;VBSH;Schaffhausen;2939;Schaffhausen;SH;*;*;;;;688765.85;284070.33;455;8592588
95075;8;Dietlikon, In Lampitzäckern;;;773;VBG;Dietlikon;54;Dietlikon;ZH;*;*;;;;688767.08;252489.18;444;8595075
95723;3;Herrliberg-Feldmeilen, Bhf Ost;Herrliberg-Feldmeilen, Bahnhof Ost;;838;VZO;Meilen;156;Meilen;ZH;*;*;;;;688770.17;237541.17;440;8595723
89212;5;Wassen, Dorf;;;816;AAGU;Wassen UR;1220;Wassen;UR;*;*;;;;688775.53;173454.34;916;8589212
90567;9;Dübendorf, Högler;;;773;VBG;Dübendorf;191;Dübendorf;ZH;*;*;;;;688792.1;249660.16;438;8590567
87998;1;Herrliberg, Gartenstrasse;;;838;VZO;Herrliberg;152;Herrliberg;ZH;*;*;;;;688807.17;237872.17;445;8587998
3752;3;Hirzel, Post;;;807;SZU Auto;Hirzel;295;Horgen;ZH;*;*;;;;688808.16;230131.14;720;8503752
5005;4;Steinen;;STN;11;SBB CFF FFS;Steinen;1373;Steinen;SZ;*;*;;;;688812.32;211398.19;467;8505005
87532;8;Steinen, Bahnhof;;;841;AAGS;Steinen;1373;Steinen;SZ;*;*;;;;688814.32;211415.19;467;8587532
95929;6;Schaffhausen, Kleinbuchberg;;;846;RVSH;Schaffhausen;2939;Schaffhausen;SH;*;*;;;;688820.83;287615.32;467;8595929
73454;1;Dachsen, Lindenstrasse;;;801;PAG;Dachsen;25;Dachsen;ZH;*;*;;;;688823.85;279875.26;403;8573454
5126;8;Brunnen, Kleinstadtstrasse;;;841;AAGS;Brunnen;1364;Ingenbohl;SZ;*;*;;;;688824.29;205591.2;435;8505126
3103;9;Herrliberg-Feldmeilen;;HERL;11;SBB CFF FFS;Meilen;156;Meilen;ZH;*;*;*;;;688824.25;237433.75;423.6999999999971;8503103
92548;7;Schaffhausen, Hallenbad;;;836;VBSH;Schaffhausen;2939;Schaffhausen;SH;*;*;;;;688825.85;284218.33;460;8592548
5191;2;Gurschen;;;251;ASS-ags;Andermatt;1202;Andermatt;UR;*;*;;;;688828.64;163673.41;2203;8505191
88011;2;Herrliberg-Feldmeilen, Bahnhof;;;838;VZO;Meilen;156;Meilen;ZH;*;*;;;;688830.17;237424.16;420;8588011
73685;0;Buch a. Irchel, Unterbuch;;;801;PAG;Buch am Irchel;24;Buch am Irchel;ZH;*;*;;;;688831.91;267261.14;535;8573685
95412;3;Horgen, Bergwerk;;;807;SZU Auto;Horgen;295;Horgen;ZH;*;*;;;;688835.14;234470.11;420;8595412
87980;9;Erlenbach ZH, Trottgatter;;;838;VZO;Erlenbach ZH;151;Erlenbach (ZH);ZH;*;*;;;;688841.17;240254.17;611;8587980
87997;3;Herrliberg, Freudacherstrasse;;;838;VZO;Herrliberg;152;Herrliberg;ZH;*;*;;;;688845.17;238948.17;560;8587997
30886;6;Gurschen (Gemsstock);;;251;ASS-ags;Andermatt;1202;Andermatt;UR;*;;;*;;688845.64;163676.41;2205;8530886
88007;0;Herrliberg, Schulhaus;;;838;VZO;Herrliberg;152;Herrliberg;ZH;*;*;;;;688848.17;238189.17;465;8588007
92500;8;Neuhausen, Burgunwiese;;;836;VBSH;Neuhausen am Rheinfall;2937;Neuhausen am Rheinfall;SH;*;*;;;;688860.86;282258.32;412;8592500
79930;4;Schaffhausen, Weinberg;;;836;VBSH;Schaffhausen;2939;Schaffhausen;SH;*;*;;;;688864.85;284640.33;473;8579930
92509;9;Neuhausen, Rheinstrasse;;;836;VBSH;Neuhausen am Rheinfall;2937;Neuhausen am Rheinfall;SH;*;*;;;;688865.86;281643.31;402;8592509
3863;8;Horgen, Hanegg;;;807;SZU Auto;Horgen;295;Horgen;ZH;*;*;;;;688869.16;231807.14;409;8503863
95128;5;Dietlikon, Pünten;;;773;VBG;Dietlikon;54;Dietlikon;ZH;*;*;;;;688872.06;253724.18;455;8595128
78377;9;Neuhausen, Scheidegg;;;846;RVSH;Neuhausen am Rheinfall;2937;Neuhausen am Rheinfall;SH;*;*;;;;688877.86;282546.32;413;8578377
77436;4;Brunnen, Kantonalbank;;;841;AAGS;Brunnen;1364;Ingenbohl;SZ;*;*;;;;688880.29;205725.19;436;8577436
95076;6;Dietlikon, Klimmweg;;;773;VBG;Dietlikon;54;Dietlikon;ZH;*;*;;;;688894.06;253973.18;470;8595076
76224;5;Zumikon, Gössikon;;;849;VBZ;Zumikon;160;Zumikon;ZH;*;*;;;;688895.14;243067.19;659;8576224
95236;6;Andermatt, Unterwiler 2;;;7069;AUT;Andermatt;1202;Andermatt;UR;*;*;;;;688896.6;165574.38;1479;8595236
90577;8;Dübendorf, Memphis;;;773;VBG;Dübendorf;191;Dübendorf;ZH;*;*;;;;688899.1;250567.17;433;8590577
95235;8;Andermatt, Unterwiler 1;;;7069;AUT;Andermatt;1202;Andermatt;UR;*;*;;;;688900.6;165552.38;1476;8595235
